ds_0_train,ds_0_validate,ds_1_train,ds_1_validate,combined_train,combined_validate
0.671895159482956,0.08195229433476925,0.6562113964557649,0.5009592374165853,0.6640532779693604,0.2914557658756773
0.6162575817108155,0.03851227213939031,0.5889398749669393,0.5244093139966329,0.6025987283388774,0.28146079306801164
0.5356239060560862,0.05522982527812322,0.49788787504037213,0.5632145007451376,0.5167558905482292,0.3092221630116304
0.4504878509044647,0.21155971537033716,0.4181858696540197,0.5228567520777384,0.43433686027924223,0.36720823372403777
0.39077401677767437,0.2041585606833299,0.37276164352893826,0.5382827421029409,0.3817678301533063,0.3712206513931354
0.36087309340635937,0.3865648110707601,0.35474314431349435,0.4911537667115529,0.35780811885992686,0.4388592888911565
0.3435710932811101,0.4976719717184703,0.3463338369131088,0.5286606550216675,0.3449524650971094,0.5131663133700689
0.33419227321942646,0.508223166068395,0.3427924233675003,0.5172033806641897,0.3384923482934634,0.5127132733662924
0.3304248340924581,0.4846339325110118,0.33885571201642356,0.5019152959187826,0.33464027305444083,0.49327461421489716
0.3282413015762965,0.49400394161542255,0.33813365976015725,0.511991818745931,0.3331874806682269,0.5029978801806768
0.3250933227936427,0.5279389520486196,0.336927663286527,0.526509702205658,0.3310104930400849,0.5272243271271388
0.32451099216938023,0.5253752668698629,0.3358760879437129,0.5415021379788717,0.33019354005654655,0.5334387024243673
0.3232614974180857,0.5650264024734497,0.33479912718137106,0.5253890454769135,0.32903031229972834,0.5452077239751816
0.3230660386880239,0.5427844027678171,0.3346488459904988,0.5445727904637655,0.3288574423392614,0.5436785966157913
0.322805921236674,0.5924535890420278,0.33463214834531146,0.5295531153678894,0.32871903479099274,0.5610033522049587
0.3215511818726857,0.6197296877702078,0.3334545562664668,0.5597999095916748,0.32750286906957626,0.5897647986809413
0.3218189843495687,0.5366459091504415,0.3328979015350342,0.5521152516206106,0.32735844294230143,0.5443805803855261
0.32145533482233685,0.6370173096656799,0.3326109633843104,0.5194925864537557,0.3270331491033236,0.5782549480597179
0.3210642156998316,0.6004532972971598,0.33314580460389454,0.5640787184238434,0.3271050101518631,0.5822660078605015
0.32069794595241546,0.6161595384279887,0.33219081421693164,0.5525014897187551,0.3264443800846736,0.5843305140733719
0.32015292207400003,0.606861929098765,0.33164034922917685,0.568065752585729,0.32589663565158844,0.587463840842247
0.3199808096885681,0.6552395621935526,0.3312892202536265,0.5725299517313639,0.3256350149710973,0.6138847569624583
0.3200694998105367,0.6258948047955831,0.3309428528944651,0.5322692592938741,0.3255061763525009,0.5790820320447286
0.3197512672344844,0.6059011419614156,0.33102654953797656,0.5564252535502116,0.32538890838623047,0.5811631977558136
0.31943241933981575,0.6332688728968302,0.3308440049489339,0.5353694359461466,0.3251382121443748,0.5843191544214884
