ds_0_train,ds_0_validate,ds_1_train,ds_1_validate,combined_train,combined_validate
0.6265549403429032,0.047784777358174324,0.6436899402737617,0.5589780285954475,0.6351224403083324,0.30338140297681093
0.42808921515941617,0.16859516222029924,0.4684363062679767,0.5159868448972702,0.4482627607136965,0.3422910035587847
0.3503003661334515,0.1772250821813941,0.35923663035035136,0.5469614118337631,0.3547684982419014,0.3620932470075786
0.34076607853174207,0.3149823830462992,0.340317971855402,0.5592663586139679,0.340542025193572,0.43712437083013356
0.33522367700934413,0.44022615253925323,0.3360014081001282,0.5839527398347855,0.33561254255473616,0.5120894461870193
0.3303521014750004,0.4801098806783557,0.33385271757841106,0.5824353098869324,0.3321024095267057,0.531272595282644
0.32903151884675025,0.4712772639468312,0.3323098891973496,0.5810287445783615,0.3306707040220499,0.5261530042625964
0.32775025978684424,0.48009172827005386,0.3310954296588898,0.5917646139860153,0.329422844722867,0.5359281711280346
0.32676083967089653,0.4770349534228444,0.3303195574879646,0.6031443327665329,0.3285401985794306,0.5400896430946887
0.32455442488193514,0.5202259197831154,0.32958077713847156,0.585782989859581,0.3270676010102034,0.5530044548213482
0.32296835973858834,0.5674865320324898,0.3283128035068512,0.5778097212314606,0.3256405816227198,0.5726481266319752
0.321715779453516,0.5387299731373787,0.32759047493338583,0.5826550424098969,0.3246531271934509,0.5606925077736378
0.32129573523998256,0.5721996948122978,0.32735304057598114,0.5866999179124832,0.32432438790798185,0.5794498063623905
0.3206008067727089,0.5489182025194168,0.3263509590923786,0.5738023221492767,0.32347588293254376,0.5613602623343468
0.3197871594130993,0.5244261473417282,0.3255245471000672,0.624624639749527,0.3226558532565832,0.5745253935456276
0.3196103881299496,0.568438783288002,0.325338988751173,0.6116661429405212,0.32247468844056126,0.5900524631142616
0.31931365966796876,0.5484355241060257,0.3245695048570633,0.5920645147562027,0.321941582262516,0.5702500194311142
0.3195356547832489,0.5507738441228867,0.3238820643723011,0.6067566722631454,0.32170885957777495,0.578765258193016
0.3192408290505409,0.5228769555687904,0.32329720735549927,0.5980639904737473,0.3212690182030201,0.5604704730212688
0.31933105140924456,0.5601418018341064,0.32277905046939853,0.6093094348907471,0.3210550509393215,0.5847256183624268
0.3188185499608516,0.5613112673163414,0.3224206852912903,0.6232792139053345,0.32061961762607094,0.5922952406108379
0.3186507016420364,0.604096308350563,0.32178902775049206,0.6093319803476334,0.32021986469626423,0.6067141443490982
0.3184216970205307,0.6078790426254272,0.3211979399621486,0.6267154216766357,0.3198098184913397,0.6172972321510315
0.3185269699990749,0.6236071288585663,0.3207234871387482,0.6179204285144806,0.3196252285689115,0.6207637786865234
0.3181321385502815,0.6178091168403625,0.32054341688752175,0.6146793365478516,0.3193377777189016,0.6162442266941071
0.31795818567276,0.5975941643118858,0.320156410485506,0.6165281385183334,0.3190572980791331,0.6070611514151096
0.3178635187447071,0.5887844190001488,0.3197145962715149,0.6113888770341873,0.318789057508111,0.600086648017168
0.31754576116800304,0.5943546891212463,0.31949280068278313,0.6285675317049026,0.3185192809253931,0.6114611104130745
0.3174142326414585,0.5691906437277794,0.31897812604904174,0.6230674684047699,0.31819617934525013,0.5961290560662746
0.3173900432884693,0.6108611971139908,0.31867934882640836,0.6247556507587433,0.31803469605743884,0.617808423936367
0.31747942671179774,0.6030437871813774,0.3184801290929317,0.6318291276693344,0.31797977790236476,0.6174364574253559
0.3172955848276615,0.5701432377099991,0.31817443355917935,0.6354334205389023,0.31773500919342046,0.6027883291244507
0.3169999735057354,0.5768642947077751,0.3179828999936581,0.6261217594146729,0.3174914367496967,0.601493027061224
0.3168276739120483,0.5975654870271683,0.3178188998997211,0.6233072429895401,0.31732328690588474,0.6104363650083542
0.3168316626548767,0.6126163005828857,0.3175473530590534,0.6247868537902832,0.31718950785696504,0.6187015771865845
0.31687356904149055,0.5896154120564461,0.3173969796299934,0.6268337368965149,0.31713527433574207,0.6082245744764805
0.3164839501678944,0.5904883295297623,0.317480923384428,0.6378085613250732,0.31698243677616117,0.6141484454274178
0.3167011816799641,0.5997804030776024,0.31723019570112226,0.618577167391777,0.3169656886905432,0.6091787852346897
0.3163266874849796,0.5885574519634247,0.3169633193314076,0.6460399329662323,0.31664500340819357,0.6172986924648285
0.3167601524293423,0.6116755604743958,0.3169777600467205,0.6298317313194275,0.3168689562380314,0.6207536458969116
0.31629648044705394,0.6141323447227478,0.3168429544568062,0.625835508108139,0.3165697174519301,0.6199839264154434
0.3161412900686264,0.6045210286974907,0.3166806037724018,0.6332415044307709,0.31641094692051414,0.6188812665641308
0.3161878348886967,0.5866830497980118,0.3167157882452011,0.6242661774158478,0.3164518115669489,0.6054746136069298
0.31642630100250246,0.5638443306088448,0.31652301788330073,0.6360744535923004,0.31647465944290165,0.5999593921005726
0.31580621242523194,0.5880965366959572,0.3165541435778141,0.6263898462057114,0.316180178001523,0.6072431914508343
0.31584781140089035,0.5859938934445381,0.3163619853556156,0.6331044137477875,0.31610489837825295,0.6095491535961628
0.31561377018690107,0.5868803486227989,0.31637061461806293,0.6350697129964828,0.31599219240248205,0.6109750308096409
0.3155924271047115,0.6124898046255112,0.31624388411641124,0.623478040099144,0.31591815561056136,0.6179839223623276
0.3153722120821476,0.5832803174853325,0.31619391888380055,0.6370008736848831,0.3157830654829741,0.6101405955851078
0.31531180366873746,0.5922692939639091,0.31605603694915774,0.6305123716592789,0.31568392030894754,0.611390832811594
0.3152983751893043,0.5849811062216759,0.3159695962071419,0.6375641971826553,0.3156339856982231,0.6112726517021656
0.3154161614179611,0.5678631514310837,0.31585560083389286,0.6420824527740479,0.315635881125927,0.6049728021025658
0.3154287031292915,0.5525942742824554,0.3159082452952862,0.6487539261579514,0.31566847421228883,0.6006741002202034
0.31517029598355295,0.5758070796728134,0.31580316036939626,0.6389738023281097,0.31548672817647455,0.6073904410004616
0.3150753101706505,0.5741517171263695,0.31572314247488975,0.6417685449123383,0.3153992263227701,0.6079601310193539
0.3150206254422665,0.5656947791576385,0.31569724664092064,0.6460824459791183,0.3153589360415936,0.6058886125683784
0.3150963026285172,0.5931716784834862,0.3156681038439274,0.6443207710981369,0.31538220323622224,0.6187462247908115
0.3148858495056629,0.5964735150337219,0.3155141009390354,0.6448078155517578,0.31519997522234916,0.6206406652927399
0.3148760098218918,0.5691221505403519,0.3155613812804222,0.6486398875713348,0.315218695551157,0.6088810190558434
0.31479260414838794,0.5892371535301208,0.3154774194955826,0.6347620934247971,0.3151350118219852,0.611999623477459
0.3146827293932438,0.5839260295033455,0.31535988375544544,0.6410097032785416,0.31502130657434463,0.6124678663909435
0.31470901429653164,0.5845141112804413,0.31545218244194984,0.6388648301362991,0.31508059836924074,0.6116894707083702
0.31467004925012587,0.6026671975851059,0.31537471011281015,0.6465303897857666,0.315022379681468,0.6245987936854362
0.314480343312025,0.6059903427958488,0.3153480423986912,0.6433452218770981,0.3149141928553581,0.6246677823364735
0.31446907758712767,0.5931773632764816,0.3153773303329944,0.6379867345094681,0.31492320396006107,0.6155820488929749
