ds_0_train,ds_0_validate,ds_1_train,ds_1_validate,combined_train,combined_validate
0.45305229822794596,0.23715846613049507,0.4560530390342077,0.558286706606547,0.4545526686310768,0.39772258636852104
0.34614049673080444,0.4263445995748043,0.34955544551213585,0.5679906407992045,0.34784797112147015,0.4971676201870044
0.3322916579246521,0.4322221701343854,0.3386096672217051,0.5447418987751007,0.33545066257317857,0.48848203445474303
0.32846461415290834,0.40927672758698463,0.3341327623526255,0.5705647567907969,0.3312986882527669,0.48992074218889076
0.3266388096412023,0.3891459172591567,0.3318885479370753,0.5730719168980917,0.32926367878913876,0.4811089170786242
0.3262835530440013,0.5109296143054962,0.32911056737105054,0.5739443004131317,0.3276970602075259,0.542436957359314
0.32178130527337395,0.5458309749762217,0.32771744449933377,0.5837680697441101,0.32474937488635386,0.5647995223601658
0.31961412012577056,0.5945996244748434,0.3269137152036031,0.6074511607487997,0.3232639176646868,0.6010253926118215
0.31863896310329437,0.5245173275470734,0.3257049502929052,0.5995511809984843,0.3221719566980998,0.5620342542727788
0.31916994392871856,0.5196852385997772,0.3244330811500549,0.6142856081326803,0.3218015125393867,0.5669854233662288
0.31893053710460667,0.548839678366979,0.3239421906073888,0.6235856413841248,0.3214363638559977,0.5862126598755519
0.31834774474302924,0.5135098695755005,0.32280371685822806,0.6066972812016805,0.3205757308006286,0.5601035753885906
