id,padding_mode,out_classes,criterion,optimizer,augment_transform,num_augments,binarizer_lr,batch_size,failed
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 10, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 4, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 2, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 1, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.5, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.25, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.1, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 10, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 4, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 2, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 1, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.5, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.25, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.1, 'weight_decay': 0.001}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 10, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 4, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 2, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 1, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.5, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.25, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
0,reflect,2,CrossEntropyLoss(),"{'type': 'adam', 'lr_factor': 0.1, 'weight_decay': 1e-05}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.1,2,False
