ds_0_train,ds_0_validate,ds_1_train,ds_1_validate,combined_train,combined_validate
0.4708739354213079,0.19992855501671633,0.49890887816747026,0.5631064573923746,0.4848914067943891,0.3815175062045455
0.3527483250697454,0.3400691586236159,0.35824900011221567,0.5538339813550314,0.3554986625909805,0.4469515699893236
0.3348709122339884,0.46390299995740253,0.3398392242193222,0.5637273788452148,0.3373550682266553,0.5138151894013087
0.32553380688031514,0.5278730491797129,0.33404077768325807,0.5961505174636841,0.3297872922817866,0.5620117833216984
0.32297555287679036,0.5176644126574198,0.3316241941849391,0.5980209310849508,0.32729987353086476,0.5578426718711853
0.32120628317197164,0.5344530940055847,0.32864374121030165,0.6034292777379354,0.3249250121911367,0.5689411858717601
0.31962139308452603,0.5468033055464426,0.32754740834236146,0.5715958476066589,0.32358440071344374,0.5591995765765507
0.31914142390092215,0.5589209794998169,0.326270893017451,0.5987174908320109,0.3227061584591866,0.5788192351659138
0.3189345314105351,0.5962409973144531,0.3254368388652802,0.5893126726150513,0.3221856851379077,0.5927768349647522
0.3183965625365575,0.5754905343055725,0.32448428471883134,0.5916760762532552,0.3214404236276944,0.5835833052794139
0.31812024891376495,0.5739598870277405,0.32330228050549825,0.5841346979141235,0.3207112647096316,0.579047292470932
0.31798497835795086,0.585256556669871,0.3228212694327037,0.5872042973836263,0.32040312389532727,0.5862304270267487
0.31756550153096513,0.5766542156537374,0.32170826236406963,0.6065338452657064,0.3196368819475174,0.5915940304597219
0.3179203887780508,0.5969681739807129,0.32127848605314896,0.5943702856699625,0.3195994374155999,0.5956692298253377
0.3176747624079386,0.5895097255706787,0.32067339777946474,0.5948424140612284,0.3191740800937017,0.5921760698159535
0.31747011284033455,0.6018237074216207,0.3200829368829727,0.6031487385431925,0.31877652486165364,0.6024862229824066
0.3173768345514933,0.5699935356775919,0.3197714094320933,0.6047481894493103,0.3185741219917933,0.5873708625634511
0.31713704784711205,0.595515767733256,0.3196711363395055,0.5953095952669779,0.3184040920933088,0.595412681500117
0.31699113865693407,0.5651994744936625,0.31902596791585286,0.6119498213132223,0.31800855328639344,0.5885746479034424
0.3167749446630478,0.5838578740755717,0.3185196856657664,0.595826784769694,0.3176473151644071,0.5898423294226328
0.31650366286436715,0.6016983787218729,0.3184319583574931,0.6032353639602661,0.3174678106109301,0.6024668713410695
0.3164228417476018,0.5779083768526713,0.31804451525211336,0.6065438588460287,0.3172336784998576,0.59222611784935
0.31614893734455113,0.5976914366086324,0.31820907990137737,0.6092125177383423,0.3171790086229642,0.6034519771734874
0.31663309991359706,0.5674969156583151,0.317677755355835,0.6050711870193481,0.31715542763471605,0.5862840513388317
0.3163351861635844,0.6026392579078674,0.3177116954326629,0.5928092201550802,0.31702344079812367,0.5977242390314739
