id,padding_mode,out_classes,criterion,optimizer,augment_transform,num_augments,binarizer_lr,batch_size
0,reflect,2,CrossEntropyLoss(),"{'type': 'sgd', 'lr_factor': 1.5, 'weight_decay': 0}","{'rotate': False, 'mirror': False, 'translate': False, 'pad': 0}",100,0.02,2
